job_description,job_title
"Provide Network and Data Center Operations Support at the Marine Corps University (MCU). Provide support for the operation of the data center and associated data network currently located at the Gray Research Center (GRC) and associated data network, including C2 systems, located at the Expeditionary Warfare School (EWS), MCU, Quantico, VA, with additional elements at other MCU locations at Quantico. This support includes the operation, maintenance, and installation of upgrades and any additional capabilities required for the data center and network to ensure network availability for customers. This task supports the network, data center and C2 systems. Provide network build/configuration/test and network troubleshooting. Maintain the MCU networks including the configuration of servers and network devices (e.g., routers and switches) and performing routine maintenance that affects network operations during non-working hours. In the event emergency maintenance is required (i.e. system goes down), the contractor shall restore the network to full operational capability as soon as possible. Troubleshoot hardware/software problems, conduct back-ups, establish and maintain connections to proxy servers, Acquire SSL certificates as necessary. Manage user accounts, mail, and user profiles. Provide support for software applications running on the network. Provide user help desk support and desk-side support during normal working hours (currently MCU hours Monday - Thursday 0730 - 2000, Friday 0730 - 1800,and Saturday 1000 - 1800). This position will require an occasional Saturday and occasional evening work, though the majority of the hours are standard daytime hours High School Diploma; 3 - 5 years’ experience; CompTIA Security+; familiar with VMWare, networks Required Clearance: Secret Desired: Cisco Certified Design Associate (CCDA) certification; ITIL Foundation V3 certification; VMware Certified Professional (VCP); Microsoft Certified Technology Specialist (MCTS): Windows XP, Configuration; Microsoft Certified Technology Specialist (MCTS): Business Desktop Deployment Working Towards Microsoft Certified System Administrator (MCSA); Microsoft Certified Desktop Support Technician (SCDST); CompTIA A+ or Network+ Certification; CompTIA Linux+ Certification; Junior Level Linux Professional (LPIC-1); Cisco CCENT(Cisco Certified Entry Network Technician); Cisco CCNA™ Certification Network certifications will be given higher consideration.",Network Engineer
"This position will provide systems engineering, technical project management, and space systems acquisition support to the United States Air Force, Space and Missile Systems Center, Space Superiority Systems Directorate, Ground Based Electro-Optical Deep Space Surveillance (GEODSS) Program Office (SMC/SYG) at Peterson Air Force Base, CO. The candidate must demonstrate applicable acquisition skill level and experience in Space Radars, Space Control, Space Situational Awareness, Command and Control, or Space Superiority. This includes DoD life cycle program support, DoD systems engineering processes, documents, reviews, and test (development and/or operational). Review provide input to design documentation (TRDs, Specifications, interface control documents, drawings), requirements documents (ICDs, CDDs, CPDs), ECPs, PWSs • Organizes, analyzes, conducts, and/or monitors/oversees RF engineering activities relating to the design, development, fabrication, installation, modification, sustainment, and/or analysis of systems or systems components • Applies RF/systems engineering technical and technical management processes to a functional specialty in IPT environments • Review and provide input to enabling concepts, concept of operations, and ensuring supportability requirements are addressed and part of upfront planning for systems • Coordinate and lead Integrated product teams (IPT) • Ability to provide a wide variety of acquisition/sustainment technical analyses, and program management support to a government PM • Provides analysis of proposed costs, contractor Statements of Work, and technical content • Ensures adherence to Government acquisition policies, master plans and schedules, and develops solutions to program problems • Have a working knowledge of system acquisitions, specifically in Air Force and DoD environments, covering the DoD 5000 series • Assist in the execution of acquisition strategies, including drafting Statement of Work, Statement of Objectives, Request for Proposal preparations, monitoring deliverables, and attending acquisition related meetings. • Travel requirement: Approximately 25%DoD Secret requiredBaccalaureate degree in engineering, science (physics or chemistry), mathematics or related field or 4 years acquisition/logistics/sustainment experience.Desired: Master’s Degree in Systems Engineering; DAU SPRDE Level 2",Systems Engineer
"The Systems Engineer’s role is to ensure the stability, integrity, and efficient operation of the in-house information systems that support core organizational functions. This is achieved by monitoring, maintaining, supporting, and optimizing all networked software and associated operating systems. The Systems Engineer will apply proven communication, analytical, and problem-solving skills to help identify, communicate, and resolve issues in order to maximize the benefit of IT systems investments.Coordinate system development tasks to include design, integration and formal testingOversees all transitions into production Develop and complete actions in system specifications, technical and logistical requirements and other disciplines Create and maintain programmatic and technical documentation to insure efficient planning and execution Manage and document system configurations Collaborate with network staff to ensure smooth and reliable operation of software and systems for fulfilling business objectives and processes. Work with executive team members, decision makers, and stakeholders to define business requirements and systems goals, and to identify and resolve business systems issues. Design and deploy new applications and enhancements to existing applications, software, and operating systems. Perform cost-benefit and return on investment analyses for proposed systems to aid management in making implementation decisions. Analyze user’s requirements, concept of operations documents, and high level system architectures to develop system requirements specifications leading design and development activities. Incorporates new plans, designs and systems into ongoing operations. Develops technical documentation. Guides system development and implementation planning through assessment or preparation of system engineering management plans and system integration and test plans. Reviews engineering practices, standards, and processes. Supports rapid prototyping and provides engineering support to demonstrate, assess, and implement new systems and technologies. A Bachelor’s degree in System Engineering, Computer Science, Information Systems, Engineering Science, Engineering Management, or related discipline from an accredited college or university is required. Three years experience in programs and contracts of similar scope, type and complexity within the Federal Government is required. Experience with planning, analysis, design, development, testing, integration, and installation within large-scale router-based networks, providing support to network control, Enterprise router network, Multicast, LAN extensions and communications center operations Skilled in the use of Computer Aided Design and network topological design tools for development and maintenance of system architecture models and documentation.Experience performing network capacity planning Skilled in using network management tools to debug and analyze hardware, protocols, software interoperability across hybrid networks (IPv4/IPv6), VoIP/IP telephony and IP video internet-based networksThe candidate must be willing to work on customer site in Northern Virginia (west of Tysons Corner up to and including Dulles Airport Vicinity). Required Clearance: TS/SCI with Poly AT&T is an Affirmative Action/Equal Opportunity Employer and we are committed to hiring a diverse and talented workforce. EOE/AA/M/F/D/V",Systems Engineer
"These positions will support the MILSATCOM Systems Engineering and Integration Contract.This Information Assurance/Cybersecurity role supports Protected MILSATCOM programs such as the Advanced EHF (AEHF) and Enhanced Polar System (EPS) programs for the Space and Missile Systems Center (SMC), MILSATCOM Systems Directorate (MC) in Los Angeles, CA.Provide systems engineering for ground and space system specifically in Cybersecurity, Cryptography, Information Assurance (IA), and Risk Management Framework•Interpret interface control documents and system requirements and provide subject matter expertise to customer •Perform security evaluation of contractor developed hardware, software, documentation, testing, and document evaluation findings in reports and briefings •Evaluate and apply government cybersecurity (DoD, NIST, FIPS, and NSA) policies and instructions •Ensure system and interface requirements support cybersecurity needs. •Coordinate with system stakeholders to define IA related system integration needs and schedules, such as certification events and test and operational key needs. •Provide testing support of cryptographic technologies and equipment in government and development contractor laboratories •Prepare test cases, test scripts, test plans and procedures, data collection, lab infrastructure for cybersecurity functions and encryption key management technologies •Develop and review test plans for cybersecurity key management adequacy. •Participate in the system and segment level test and verification reviews and working groups. Required Skills, Experience, and Education: Bachelor’s Degree in engineering or a related scientific or technical discipline •Familiarity with component and network cybersecurity systems, system engineering and requirements decompositionRequired Clearance: DoD SecretDesired: Master's Degree in engineering or a related scientific or technical discipline •5 years’ experience with cybersecurity requirements •Expertise in communications systems and network engineering, Next Generation Encryption System, for applications id DoD, Coalition, Federal and Civil agencies, Cryptographic Modernization RDT&E support to provide technical engineering and logistics support, during all phases of the system development cycle, testing, production, fielding, and sustainment •Previous experience supporting MILSATCOM satellite programs such as CCS-C, Milstar, AEHF, UFO/E/EE, GBS, EPS, AFCPT, NMT, SMART-T, or other satellite programs •Trained and certified in accordance with DoD 8570.01-M, DoDI 8570.01 •Possess a security certification such as CISSP, CISA, CIMS, CAP, Security+, CEH",Systems Engineer
"AT&T/GSI is currently seeking a software developer with expertise developing web applications to support The National Air and Space Intelligence Center (NASIC) at Wright-Patterson AFB, Dayton, OH. The software developer will design, develop, test, field, and maintain web-based applications in support of NASIC requirements.Bachelors degree in computer science, engineering, or other related technical field. Expertise in developing Java programs and web-based applications, preferrably for a classified environment. PHP, Javascript, SQL, XML, HTML required. Boostrap front-end framework, JQuery, JQuery-UI, and Highcharts expertise desired. The developer will also develop and maintain.Required Clearance: TOP SECRET/SCI security clearance",Software Developer
"In order to succeed in this position, you must have strong communication skills to work with developers to integrate software components into a system to meet requirements and work with developers, system engineers and data characterization teams to produce the various tests. This position requires you to perform end to end functional tests in order to validate that a functionality has been successfully integrated. You will be responsible for running a suite of tests to validate builds for delivery, including operational tests that reflect the operational use of the TU system and performance tests that benchmark the systems stability and performance. Another key component of this position will be diagnosing and troubleshooting systems to resolve problems uncovered by the testing, and providing detailed documentation of the test and results to develop scripts and incorporate/replace test harness to automate test execution/analysis. We are looking for someone with a strong scripting background in RedHat Linux; Perl, a plus skills needed for development of test harness, experience developing/setting up test beds/drivers and some familiarity with C++ and Java development (i.e. comfortable looking at C++ code or Java source code or xml, etc. to be able to begin diagnosis of problems uncovered during tests. A general understanding of network protocols, SIGINT, (DNI/DNR) processing as well as familiarity with Linux/Unix system administration and experience working with system engineers to develop operational tests based on operational scenarios would also be a plus. Required Clearance: TS//SCI clearance with polygraph is REQUIRED. Desired: Test Engineer with Bachelor's degree in Math, Science, Engineering, Statistics, Engineering Management, or related discipline from an accredited college or university is required. Four (4) years of experience may be substituted for a bachelor's degree. AT&T is an Affirmative Action/Equal Opportunity Employer and we are committed to hiring a diverse and talented workforce. EOE/AA/M/F/D/V",QA Engineer
"AT&T/GSI is currently seeking a software developer with expertise developing web applications to support The National Air and Space Intelligence Center (NASIC) at Wright-Patterson AFB, Dayton, OH. The software developer will design, develop, test, field, and maintain web-based applications in support of NASIC requirements.Bachelors degree in computer science, engineering, or other related technical field. Expertise in developing Java programs and web-based applications, preferrably for a classified environment. PHP, Javascript, SQL, XML, HTML required. Boostrap front-end framework, JQuery, JQuery-UI, and Highcharts expertise desired. The developer will also develop and maintain.Required Clearance: TOP SECRET/SCI security clearance",Software Developer
"As a Software Engineer you will be required to have prior expertise in supporting development, maintenance, and enhancement of complex and diverse software systems based upon documented requirements. Experience with JAVA and a deep understanding of Linux (RedHat and CentOS) is important, as well as experience with ElasticSearch, Apache Solr, Ansible or similar technology (Salt or Chef). We expect you to have a solid background in writing and implementing code to interact with object-relational as well as NoSQL distributed databases and experience with Maven Open-source configuration management tools (Puppet). Experience working in Agile engineering environment and familiarity with shell scripting languages such as Ruby, BASH execution and analysis is also desired. A strong candidate will also be familiar with Spring or Spring Boot and provide system administration services for Linux infrastructure and development systems (scripting and loading machines using KickStart system configuration). Also have skills in developing and maintaining scripts for loading machines using KickStart and Puppet manifests (or Ansible) and perform/verify system configurations. Experience with OPENSTACK is preferred as well as experience with Apache NiFiSecurity. Candidates must have active TS/SCI clearance with polygraph Desired: Bachelor's degree in Computer Science or related discipline from an accredited college or university is required. Four (4) years of additional software engineering experience on projects with similar software processes may be substituted for a bachelor's degree.AT&T is an Affirmative Action/Equal Opportunity Employer and we are committed to hiring a diverse and talented workforce. EOE/AA/M/F/D/V",Software Developer
"This position involves writing code to implement streaming analytics which involve: Designing, developing, unit/integration testing, and building software code to provide new functionality and extend/modify existing code; using object-oriented software methodologies. Your creativity will be important in this position as you will be responsible for writing and implementing code using real-time streaming software frameworks (Storm, Distillery, SPARK, etc.) and to interact with object-relational as well as NoSQL distributed databases. You must also prepare code documentation and be able to write LINUX based scripts for code integration and cron jobs (e.g. Bourne, C, Ruby, Python, etc.). Managing code using the Atlassian tool suite (e.g. Git, Stash, Jira ticketing, confluence, etc.) and ensuring that code integrates with external hardware/software systems will also be a key component of this position. AT&T is an Affirmative Action/Equal Opportunity Employer and we are committed to hiring a diverse and talented workforce. EOE/AA/M/F/D/VA Minimum of 14 years of practical experience with C++ Software Development Language is required to be considered for this position experience in Unit Test framework with code coverage (ATF - automated Testing framework, CUTE - C++ Unit Test Easier) A strong candidate will have prior experience with streaming frameworks (STORM, Apache Spark, Distillery), data formats (JSON, XML, HTML and XHTML DOM), network protocols (HTTP, TCP, SSH, SSL, FTP, etc.), REST WebServices, and LINUX operating system. You must also be able to rapidly generate and deploy code via IDE (e.g., Eclipse, IntelliJ, NetBeans). Education: A Bachelor’s Degree in Computer Science or related discipline from an accredited college or university is required. Four (4) years of additional software engineering experience on projects with similar software processes may be substituted for a bachelor’s degree.Required Clearance: Candidates must have TS//SCI clearance with polygraph. Desired: We are looking for someone who has a working knowledge of network protocols, is able to write code to convert different encoded data formats (e.g., XML, JASON, etc.). Experience with RDBMS or distributed NoSQL Database system (MongoDB, Accumulo) is a plus as well as working knowledge of how to implement middle-tier webservices and of Cloud VM OpenStack client provisioning of resources.",Software Developer
"This position requires you to work as a Software Engineer as part of a team working on Mobile Packet Core networks which utilizes a diverse dynamic workforce, including experts in their fields. Your specific duties will include: Performing system design, development, integration, test and documentation duties to ensure proper operation of hardware and software platforms. You must develop software as necessary to integrate between components, perform new capabilities, facilitate testing, etc. You will be expected to participate in developer led integration of software baselines. Adhering to accepted standards for development is a must, including writing unit tests which provide a high percentage of code coverage, participating in peer code reviews, conducting design reviews, and generating test plans to ensure maximum stability and quality of code.AT&T is an Affirmative Action/Equal Opportunity Employer and we are committed to hiring a diverse and talented workforce. EOE/AA/M/F/D/VA competitive candidate will have minimum of three (3) years of experience as a Software Engineer supporting:software architecture developmentrequirements analysis, process execution and evaluationselection and evaluation of COTS/GOTS toolsintegration (with both new and legacy systems) on programs and contracts of similar scope, type, and complexity is required. Someone with 3+ years of experience programming using C++ is preferred with knowledge and experience with network programming and network protocols in TCP/IP Stack. You must be proficient in debugging and troubleshooting under Linux and embedded system environment. Education: A Bachelor’s Degree in Computer Science or related discipline from an accredited college or university is required. Four (4) years of additional software engineering experience on projects with similar software processes may be substituted for a bachelor’s degree. Required Clearance: Active TS/SCI clearance with polygraph is REQUIRED Desired Experience: Experience with Ruby scripting is a plus. A strong candidate will be familiar with an Agile development environment and with mobile core network protocols.",Software Developer
"The Network hardware engineer- Senior Level will be responsible for setting up the IT infrastructure for Western Range Modernization. Must be familiar with Brocade routers, Brocade EMS, Juniper routers/firewalls/EMS, Remote Interface Units like Coronet and other Circuit to Packet (CTP) devices. AB switches that can be remotely controlled via an HP Network Management system. Will be responsible for recommending design changes to our design, setting up and doing initial tests (perhaps in the lab) to measure IPV6 latency across a test network that prototypes our design. The candidate will perform measurements on the equipment, set up the equipment, configure routers and switches. Hands on experience with Vandenberg range ATM infrastructure would be helpful. Hardware Engineer Senior Possesses and applies a comprehensive knowledge across key tasks and high impact assignments. Plans and leads major technology assignments. Evaluates performance results and recommends major changes affecting short-term project growth and success. Functions as a technical expert across multiple project assignments. May supervise others. (a) Provides analysis related to the design, development, and implementation of hardware for products. (b) Develops test strategies, devices, and systems. (c) Performs stress and performance tests on a variety of computer hardware including circuit boards, processors and wiring. Bachelor degree in computer science, math, engineering or equivalent and 5 to 7 years experience.Required Clearance: SECRET DOD Desired: Experience with conversion of ATM networks and circuits to IPV6 networks. Hands on experience with several vendor’s products (as above). Ideal candidate will have VAFB range experience and able to work in Integrated Product Team environments with our prime contractor, other subcontractors, and government/government advisors. Candidate must have strong technical skills and good oral and verbal communications skills. Must have experience with MS Office suite of tools e.g. powerpoint, excel, word. Etc.",Senior Network Engineer
"Performs specialized tests to support analysis and evaluation of technologies and systems • Develops test and evaluation plans and test procedures with acceptable pass rating results • Compiles and analyzes documentation, data, and other products to evaluate and validate sensor system performance capabilities and effectiveness, assesses risk, and determines operational feasibility and benefits of USCYBERCOM systems or technology prototypes to include recommending assessments of system performance, identifying deficiencies, and investigation of physical science phenomena • Conducts evaluations of the quality of proposed and existing software systems and solutions that support various cyberspace software activities to be integrated into various networks and architectures • Conducts capability vulnerability assessments and testing customized to the system function and technical requirements and based on status within security assessment and authorization cycle and authority to operate status • Evaluates capabilities components against their ability to resist threats in the deployed environment, configurations, and implementation of firewalls, proxy servers, routers, VPNs, IDS, wireless networks, etc., against legal requirements, departmental /local procedures associated with operations • Conceives, proposes, designs, and builds software projects in support of Research and Development (R&D) activities to develop cyber tools and techniques to mitigate identified vulnerabilities • Conducts highly Penetration Testing Projects, including: • Internal Penetration Testing (Networks, Servers, Workstations) and stealth techniques for evading Intrusion prevention systems (IPS), also known as intrusion detection and prevention systems (IDPS), (IDS/IPS) • External Penetration Testing (Email, Web Services, Remote Access, etc.) • Web Application Penetration Testing (Anonymous and Authenticated) • Data Exfiltration Assessments • System administration in areas such as Database Security (Microsoft SQL and Oracle), Network Architecture (Cisco and Checkpoint), Mobile Device Management, Web Servers (IIS and Apache), and Virtualization • Conducts test, evaluation, and analysis activities with no guidance • Provides substantive content towards the development of test and evaluation plans and test procedures • Substantively contributes to the planning and development of test environments that are to be integrated into the USCYBERCOM test enterprise architecture • Conducts prototype assessments in field environments, operates test instrumentation, and supports remote testing Required Skills, Experience, and Education: • Minimum 10 years of experience as a Test Engineer • Minimum of Bachelor’s Degree from an accredited college or university in System Engineering or related discipline • Minimum DOD 8140/DOD 8570 IAM Level I Certification (CAP, GSCL, Sec+) • Strong attention to detail and organizational skills. Excellent communications skills. Required Clearance: Must have and maintain an active Top Secret/ SCI clearance and in scope successful Polygraph",QA Engineer
"Software Developer - C#, SQL, Delphi - RELO Job in Las Vegas 89144, Nevada US CyberCoders Search. Apply. Done. Learn more about CyberCoders Software Developer - C#, SQL, Delphi - RELO Apply Las Vegas, NV Full-Time $75,000 - $100,000 Job Details If you are a Software Developer with experience, please read on!Software DeveloperLocation: Las Vegas, NV --- WE WILL RELOSalary: $75k - $100kWe are well established company that's growing/ready to take our company to the next level. A family-owned business that competes with the biggest players in our industry, we're looking for top notch talent to join our exciting team. Our industry is projected as one of the absolute best industries to work within. We are a growing company, with great resources. As a Software Developer with us, you'll join a dedicated team of developers using their incredible skills to change the way customers interact with our company.What You Will Be DoingThe Software Developer will join one of our Scrum development teams to develop industry-leading payment systems. In order to be successful, a candidate must be proficient in C, C#, or C++ programming languages, along with SQL on Windows platforms.- Develop and maintain various client-side and back-end applications and services related to payment processing, leveraging patented technologies- Analyze, review, and modify system components- Participate in testing and troubleshooting as needed- Analyze information and evaluate results to choose the best solution for resolving development problems- Collaborate with other internal teams to produce integrated payment solutions- Monitor industry trends, technologies, and standards- Research and recommend new technologies as they emergeWhat You Need for this Position- Proficient in C, C#, or C++, along with SQL on Windows platforms- Knowledge of Delphi a plus- Driven to deliver exceptional results- Ability to communicate information and ideas clearly and effectively- Excellent analytical, decision-making, and problem-solving skills- Strong attention to detail- Ability to remain organized in a fast-paced environment- Flexibility in a dynamically changing environment, acknowledging urgency when necessary- Excellent time-management skills, with the ability to handle stress, prioritize tasks, and work under shifting deadlinesWhat's In It for You- Strong Base Salary & Overall Compensation Package- Top Notch Health/Medical Benefits- Interesting work- Working for a well-established company that's growing!So, if you are a Software Developer (Systems) with experience, please apply today! Applicants must be authorized to work in the U.S. Are you a good fit for this position? Madeline Lazarus is recruiting for this position. Apply Job ID: ML2-1282207 Clicking the green apply button is the best way to apply, but you may also email me your resume in Word: Madeline.Lazarus@CyberCoders.com **Please do NOT change the email subject line in any way. You must keep the JobID: CC MonsterAp: ML2-1282207 -- in the email subject line for your application to be considered.** Thank you, Madeline Lazarus | Executive Recruiter | CyberCoders CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Copyright © 1999 - 2016. CyberCoders, Inc. All rights reserved.",Software Developer
"RESPONSIBILITIES:Kforce has a client seeking a Systems Engineer in Madison, Wisconsin (WI).Essential Functions: This Systems Engineer will work on activities such as keeping software at current levels, researching and installing new and/or additional hardware/software, scripting and deploying software/application updates to workstations, and providing day-to-day 3rd level problem resolution to technical staff and customers Working together with division staff, this position will provide technology support to assist staff to manage their workload demands and stay on schedule with critical business timelines for projects to implement federal mandated programs, make business process improvements - as well as refresh technology to assure that IT applications continue to perform as needed Hardware/Software Environment: The hardware environment consists of Lenovo desktops, HP notebooks and tablets in addition to HP local printers and Ricoh MFD devices The core software environment consists of Windows 7, Windows 10, Office 2010, Office 365 in addition to a multitude of 3rd party and home grown applicationsREQUIREMENTS: 3rd Level IT Problem Resolution (5 years) Desktop Management Systems - LANDesk/SCCM - Patching/Software Deployment (5 years) Microsoft AD Administration Tools (5 years) Microsoft Deployment Tool Kit (5 years) MS Office 2010/O365 (5 years) MS Windows 7/Windows 10 - System Configuration/Upgrade (5 years) Scripting - Winbatch, VBScript, AutoIT, PowerShell, DOS Batch, etc. (3 years) Software Packaging - Admin Studio, etc. (3 years)",Systems Engineer
"Job Description:Seeking a professional, self-motivated candidate, who is looking to expand upon their skill set in a Junior PHP Developer role with a dynamic company! Will be responsible for assisting with PHP programming & functionality for a wide variety of consumer-related websites, as well as web-based applications. Candidates will be challenged on daily basis to solve problems in new and creative way. Requirements: ? Some development experience with PHP and MySQL ? Knowledge of networking protocols including HTTP, FTP, SCP, SFTP, TCP, and UDP? Understand PHP accelerators such as APC? Implement message queues such as ActiveMQ? Write and debug SQL queries with joins and subqueries? Assist with developing on LAMP stack ? Possess excellent analysis, research and troubleshooting skillsGreat benefits. Apply for this great position as a Junior PHP Developer today! We are an equal employment opportunity employer and will consider all qualified candidates without regard to disability or protected veteran status. You can view all of our jobs online at http://www.appleone.com/?sc=11&id=1034864 Job Experience:,",Java Developer
"The System Engineer will be actively involved in Aristocrat CMS (Casino Management System) deployments from start to finish.  This will include, but not be limited to: •Performing assessments on a casino’s current infrastructure, both network and server •Providing written recommendations and software and hardware quotes for the customer base •Designing, configuring and deploying both physical and virtual multi-server and SAN solutions •Planning the network setup and configuration based on CMS requirements and best practices •Assist in configuring, planning and deploying the network deployment •Troubleshooting and resolving any server or network issue as it pertains to the CMS •Documenting all configurations, recommendations and issues encountered in the field •Managing the installation and go-live of CMS systems at both customer sites and trade shows •Assisting customers with network, SAN, server support when addressing issues pertaining to the CMS   Performance Goals      •Successfully complete and obtain gaming licenses for multiple jurisdictions •Attend and complete CMS training and certification requirements •Capture, trend and analyze appropriate KPO’s at the market level •Upon assignment to an activity (assessment, installation, upgrade) review all relevant documentation •Accurately determine resource requirements for CMS installations and upgrades •Complete post project report at the conclusion of all install and conversion activities •Consistently and accurately communicate all progress and any issues to management. Position Requirements •Bachelor’s degree in Computer Science or related filed, or its equivalent CCNA (Cisco Certified Network Administration), VCP (VMware Certified Professional), MCSE (Microsoft Certified Systems Engineer) Server Infrastructure or its equivalent •Able to pass a thorough background check for various gaming jurisdictions •Strong Organizational skills •Ability to work independently and as part of a team with minimal supervision •Ability to act as a team leader and redirect workflow appropriately •Strong analytical, problem identification and problem solving abilities •Proficient in networking fundamentals with the ability to work on multiple brands of equipment •Experienced with designing physical and virtual SAN and server configurations •In depth experience with VMware, Windows server 2003 - 2012 •Proven customer relation skills •Ability to effectively communicate to both technical and non-technical individuals •Excellent written and verbal communication skills •Must be able to read, write, speak and understand English •Travel required – 70 to 80;p>  •Additional duties as assigned   Preferred Qualifications •1 - 2 years experience working in casino environment •Experience with Microsoft SQL Server 2000, 2008 and 2014   Physical, Mental and Environmental Demands  •Assigned duties are accomplished primarily in an office/production setting.Must be able to maneuver around an office/production setting, at a desk/work station and respond to written and oral cues  •Must have the manual dexterity to operate a computer and other necessary office/production equipment  •May be required to bend, reach and lift up to 50+ lbs.  •Must be able to travel on a routine basis  •Must be able to perform after hours technical support on a routine basis",Systems Engineer
"Software Engineer This position is for a Software Engineer whose primary function will be to develop, test, maintain, and support our client's suite of applications. Responsibilities: Develop, test, support and maintain ASP.NET and C#.NET applicationsDevelop, test, support and maintain SQL Server stored proceduresMaster table structure/relationships to be able to develop/maintain SQL queries and stored proceduresTroubleshoot, debug, and correct issues in a timely mannerProvide 2nd tier support for end customersCompliance to internal design, coding and documentation standards Job Requirements Bachelor’s degree in Computer Science or equivalent experienceAt least one year C# development experience with ASP.NET experience preferredAt least one year of T-SQL in a SQL Server 2005/2008 environmentWorking knowledge of object-orientated techniquesKnowledge of database design a plusExperience with developing Web Services with SOAP and XML a plusExperience with EDI, especially in the health care arena, a plusExperience on agile software development teams a plusMCSD, MCAD or MCPD certification a plus This Position is located in Rockford,IL and relocation assistance is provided.",Senior Software Developer
